pl_name,hostname,discoverymethod,default_flag,pl_bmasse,pl_rade,pl_eqt,pl_orbeccen,st_met,st_teff,st_rad,st_mass,pl_insol
Kepler-423 b,Kepler-423,Transit,1,189.101,13.361,1605.0,0.019,-0.1,5560.0,0.95,0.85,
Kepler-425 b,Kepler-425,Transit,1,79.45,10.962,1070.0,0.33,0.24,5170.0,0.86,0.93,
Kepler-426 b,Kepler-426,Transit,1,108.06,12.22,1300.0,0.18,-0.21,5725.0,0.92,0.91,
Kepler-427 b,Kepler-427,Transit,1,92.17,13.79,1100.0,0.57,-0.19,5800.0,1.35,0.96,
Kepler-428 b,Kepler-428,Transit,1,403.63,12.11,1070.0,0.22,0.09,5150.0,0.8,0.87,
Kepler-43 b,Kepler-43,Transit,1,1026.5909,13.663771,1620.0,,0.33,6041.0,1.42,1.32,
Kepler-433 b,Kepler-433,Transit,1,896.24,16.25,1776.0,0.119,-0.01,6360.0,2.26,1.46,
Kepler-434 b,Kepler-434,Transit,1,908.96,12.67,1000.0,0.131,0.25,5977.0,1.38,1.198,
Kepler-435 b,Kepler-435,Transit,1,266.97,22.31,1729.0,0.114,-0.18,6161.0,3.21,1.538,
Kepler-44 b,Kepler-44,Transit,1,317.82,12.22,1544.0,0.066,0.15,5800.0,1.35,1.12,
Kepler-45 b,Kepler-45,Transit,1,160.497,10.76,1000.0,0.11,0.28,3820.0,0.55,0.59,
Kepler-454 b,Kepler-454,Transit,1,5.4,2.37,916.0,0.32,0.32,5687.0,1.066,1.03,117.7
Kepler-46 b,Kepler-46,Transit,1,1907.0,9.057,543.0,0.01,0.41,5155.0,0.938,0.902,
Kepler-5 b,Kepler-5,Transit,1,670.93913,15.984034,1750.0,,0.04,6297.0,1.793,1.374,
Kepler-51 b,Kepler-51,Transit,1,2.1,7.1,543.0,0.04,,6018.0,0.94,1.04,
Kepler-51 c,Kepler-51,Transit,1,4.0,9.0,439.0,0.014,,6018.0,0.94,1.04,
Kepler-51 d,Kepler-51,Transit,1,7.6,9.7,381.0,0.008,,6018.0,0.94,1.04,
Kepler-538 b,Kepler-538,Transit,1,12.9,2.215,417.0,0.21,-0.09,5534.0,0.8717,0.892,5.07
Kepler-539 b,Kepler-539,Transit,1,308.2951,8.373123,387.6,0.39,-0.01,5820.0,0.952,1.048,
Kepler-553 b,Kepler-553,Transit,1,116.00736855,4.74139884,1089.0,,0.152,5191.0,0.902,0.889,235.0
Kepler-553 c,Kepler-553,Transit,1,2129.4503269,11.57887706,251.0,0.346,0.152,5191.0,0.902,0.889,0.589
Kepler-6 b,Kepler-6,Transit,1,212.31044,14.616536,1460.0,,0.34,5647.0,1.391,1.209,
Kepler-62 b,Kepler-62,Transit,1,9.0,1.31,750.0,,-0.37,4925.0,0.64,0.69,
Kepler-62 c,Kepler-62,Transit,1,4.0,0.54,578.0,,-0.37,4925.0,0.64,0.69,
Kepler-62 d,Kepler-62,Transit,1,14.0,1.95,510.0,,-0.37,4925.0,0.64,0.69,
Kepler-62 e,Kepler-62,Transit,1,36.0,1.61,270.0,,-0.37,4925.0,0.64,0.69,
Kepler-62 f,Kepler-62,Transit,1,35.0,1.41,208.0,,-0.37,4925.0,0.64,0.69,
Kepler-68 b,Kepler-68,Transit,1,8.03,2.357,1275.0,0.09,0.11,5847.0,1.2564,1.057,441.0
Kepler-68 c,Kepler-68,Transit,1,1.3,0.979,1052.0,0.099,0.11,5847.0,1.2564,1.057,204.0
Kepler-7 b,Kepler-7,Transit,1,140.16303,18.180998,1630.0,,0.11,5933.0,1.966,1.359,
Kepler-74 b,Kepler-74,Transit,1,200.22,10.76,1078.0,0.0,0.42,6000.0,1.12,1.18,
Kepler-75 b,Kepler-75,Transit,1,3209.9,11.77,767.0,0.57,0.3,5200.0,0.89,0.91,
Kepler-76 b,Kepler-76,Orbital Brightness Modulation,1,638.8383,15.24424,2140.0,,-0.1,6409.0,1.32,1.2,
Kepler-77 b,Kepler-77,Transit,1,136.661,10.761,1440.0,0.0,0.2,5520.0,0.99,0.95,
Kepler-78 b,Kepler-78,Transit,1,1.68,1.201,2223.0,0.0,-0.18,5058.0,0.7475,0.779,4070.0
Kepler-8 b,Kepler-8,Transit,1,187.5197,15.871944,1680.0,,-0.055,6213.0,1.486,1.213,
Kepler-849 b,Kepler-849,Transit,1,298.75870258,8.08167508,362.7,0.078,0.145,5950.0,1.822,1.259,2.86
Kepler-87 b,Kepler-87,Transit,1,324.2,13.49,478.0,0.036,-0.17,5600.0,1.82,1.1,
Kepler-87 c,Kepler-87,Transit,1,6.4,6.14,403.0,0.039,-0.17,5600.0,1.82,1.1,
Kepler-91 b,Kepler-91,Transit,1,257.4423,15.322703,2040.0,,0.11,4550.0,6.3,1.31,
Kepler-93 b,Kepler-93,Transit,1,4.66,1.478,1133.0,0.0,-0.18,5669.0,0.919,0.911,275.0
L 168-9 b,L 168-9,Transit,1,4.07,1.63,998.0,0.0,-0.03,3842.0,0.604,0.614,
L 98-59 b,L 98-59,Transit,1,0.46,0.837,620.0,0.031,-0.46,3415.0,0.3155,0.2923,24.5
L 98-59 c,L 98-59,Transit,1,2.0,1.329,526.0,0.002,-0.46,3415.0,0.3155,0.2923,12.7
L 98-59 d,L 98-59,Transit,1,1.64,1.627,416.0,0.006,-0.46,3415.0,0.3155,0.2923,4.97
LHS 1140 b,LHS 1140,Transit,1,5.6,1.73,226.0,0.043,-0.15,3096.0,0.2159,0.1844,0.43
LHS 1140 c,LHS 1140,Transit,1,1.91,1.272,422.0,0.05,-0.15,3096.0,0.2159,0.1844,5.3
LHS 1478 b,LHS 1478,Transit,1,2.33,1.242,595.0,,-0.13,3381.0,0.246,0.236,
LP 714-47 b,LP 714-47,Transit,1,30.8,4.7,700.0,0.04,0.41,3950.0,0.584,0.59,
LP 791-18 c,LP 791-18,Transit,1,7.1,2.438,324.4,8e-05,-0.09,2960.0,0.182,0.139,2.637
LP 791-18 d,LP 791-18,Transit,1,0.9,1.032,395.5,0.0015,-0.09,2960.0,0.182,0.139,5.83
LP 890-9 b,LP 890-9,Transit,1,13.2,1.32,396.0,,-0.028,2850.0,0.1556,0.118,4.09
LP 890-9 c,LP 890-9,Transit,1,25.3,1.367,272.0,,-0.028,2850.0,0.1556,0.118,0.906
LTT 1445 A c,LTT 1445 A,Transit,1,1.54,1.147,508.0,0.223,-0.34,3340.0,0.265,0.257,10.9
LTT 3780 b,LTT 3780,Transit,1,2.46,1.325,903.0,0.0,0.06,3358.0,0.38,0.381,111.0
LTT 3780 c,LTT 3780,Transit,1,8.04,2.39,359.0,0.024,0.06,3358.0,0.38,0.381,2.76
LTT 9779 b,LTT 9779,Transit,1,29.32,4.72,1978.0,0.0,0.27,5443.0,0.949,1.02,
MASCARA-4 b,MASCARA-4,Transit,1,532.36258173,16.98160576,2250.0,,,7800.0,1.79,1.75,
NGTS-1 b,NGTS-1,Transit,1,258.07796,14.90797,790.0,0.016,0.0,3916.0,0.573,0.617,65.3
NGTS-10 b,NGTS-10,Transit,1,687.14846,13.506845,1332.0,0.0,-0.02,4600.0,0.697,0.696,
NGTS-11 b,NGTS-11,Transit,1,109.33352,9.157753,435.0,0.13,0.22,5050.0,0.832,0.862,
NGTS-12 b,NGTS-12,Transit,1,66.10864,11.747032,1257.0,0.0,-0.03,5690.0,1.589,1.021,416.0
NGTS-13 b,NGTS-13,Transit,1,1538.2972,12.800678,1605.0,0.086,0.25,5819.0,1.788,1.3,1096.0
NGTS-14 A b,NGTS-14 A,Transit,1,29.24036,4.976796,1143.0,0.0,0.1,5187.0,0.842,0.898,
NGTS-15 b,NGTS-15,Transit,1,238.68913366,12.32987877,1146.0,0.0,0.15,5600.0,0.954,0.995,425.0
NGTS-16 b,NGTS-16,Transit,1,211.99154747,14.57167491,1177.0,0.0,0.35,5550.0,1.213,1.002,480.0
NGTS-17 b,NGTS-17,Transit,1,242.82090295,13.89913607,1457.0,0.0,0.15,5650.0,1.337,1.025,1160.0
NGTS-18 b,NGTS-18,Transit,1,129.99181846,13.56286665,1381.0,0.0,0.15,5610.0,1.392,1.003,845.0
NGTS-2 b,NGTS-2,Transit,1,235.1942,17.878355,1468.0,0.0,-0.06,6478.0,1.702,1.64,
NGTS-20 b,NGTS-20,Transit,1,947.12865286,11.99360935,688.0,0.432,0.15,5980.0,1.78,1.47,
NGTS-21 b,NGTS-21,Transit,1,750.07504052,14.90794433,1357.0,0.0,-0.26,4660.0,0.86,0.72,
NGTS-23 b,NGTS-23,Transit,1,194.82881349,14.20177855,1327.0,0.0,-0.26,6057.0,1.24,1.01,
NGTS-24 b,NGTS-24,Transit,1,165.27077164,13.60770257,1499.0,0.0,0.27,5820.0,1.64,1.26,
NGTS-25 b,NGTS-25,Transit,1,203.09235207,11.46678726,1101.0,0.0,0.12,5321.0,0.86,0.91,
NGTS-26 b,NGTS-26,Transit,1,92.80589484,14.88552637,1331.0,0.0,0.2,5550.0,1.16,0.96,523.0
NGTS-27 b,NGTS-27,Transit,1,188.47224535,15.64773706,1783.0,0.0,0.0,5700.0,1.77,1.07,1680.0
NGTS-30 b,NGTS-30,Transit,1,305.11527072,10.40193409,500.0,0.294,-0.03,5455.0,0.913,0.94,
NGTS-33 b,NGTS-33,Transit,1,1153.71711741,18.38272835,1991.0,0.0,-0.11,7437.0,1.47,1.6,2620.0
NGTS-4 b,NGTS-4,Transit,1,20.6,3.18,1650.0,0.0,-0.28,5143.0,0.84,0.75,
NGTS-5 b,NGTS-5,Transit,1,72.78307,12.733424,952.0,0.0,0.12,4987.0,0.739,0.661,
NGTS-6 b,NGTS-6,Transit,1,425.57437,14.863134,1283.9,0.0,0.11,4730.0,0.754,0.767,
NGTS-8 b,NGTS-8,Transit,1,295.5819,12.21781,1345.0,0.01,0.24,5241.0,0.98,0.89,503.0
NGTS-9 b,NGTS-9,Transit,1,921.707,11.99363,1448.0,0.06,0.31,6330.0,1.38,1.34,729.0
OGLE-TR-132 b,OGLE-TR-132,Transit,1,375.02,13.45,2013.0,,0.37,6210.0,1.32,1.305,
OGLE-TR-56 b,OGLE-TR-56,Transit,1,441.77,15.278,2212.0,,,6050.0,1.363,1.228,
PDS 70 b,PDS 70,Imaging,1,953.49,30.48848,1204.0,0.19,,3972.0,,,
PDS 70 c,PDS 70,Imaging,1,635.66,22.86636,995.0,0.11,,3972.0,,,
PH1 b,PH1,Transit,1,169.0,6.18,481.0,0.0702,0.21,6407.0,1.734,1.528,
PH2 b,PH2,Transit,1,87.08498352,9.33708092,295.1,0.215,0.017,5734.0,0.949,0.966,1.2
Qatar-1 b,Qatar-1,Transit,1,411.27202,12.811887,1418.0,0.0,0.171,5013.0,0.803,0.838,
Qatar-10 b,Qatar-10,Transit,1,233.92288,17.295487,1955.0,0.0,0.016,6124.0,1.254,1.156,
Qatar-2 b,Qatar-2,Transit,1,792.635,14.056,1344.0,0.0,0.02,4645.0,0.776,0.743,
Qatar-3 b,Qatar-3,Transit,1,1369.8473,12.285064,1681.0,0.0,-0.041,6007.0,1.272,1.145,1330.0
Qatar-4 b,Qatar-4,Transit,1,1938.763,12.722215,1385.0,0.0,0.103,5215.0,0.849,0.896,614.0
Qatar-5 b,Qatar-5,Transit,1,1373.0256,12.408363,1415.0,0.0,0.377,5747.0,1.076,1.128,669.0
Qatar-6 b,Qatar-6,Transit,1,212.31044,11.903958,1006.0,0.0,-0.025,5052.0,0.722,0.822,
Qatar-7 b,Qatar-7,Transit,1,597.5204,19.0553,2053.0,0.0,0.276,6387.0,1.564,1.409,
Qatar-8 b,Qatar-8,Transit,1,117.91493,14.403565,1457.0,0.0,0.025,5738.0,1.315,1.029,
Qatar-9 b,Qatar-9,Transit,1,378.2177,11.309881,1134.0,0.0,0.252,4309.0,0.696,0.719,
Ross 176 b,Ross 176,Transit,1,4.57,1.84,682.0,0.25,-0.19,4041.0,0.569,0.577,36.2
TIC 139270665 b,TIC 139270665,Transit,1,147.15455244,7.22979255,703.0,0.105,0.156,5844.0,1.016,1.035,40.3
TIC 237913194 b,TIC 237913194,Transit,1,617.22586,12.520453,974.0,0.575,0.14,5788.0,1.088,1.026,
TIC 257060897 b,TIC 257060897,Transit,1,212.94503269,16.70138124,1762.0,0.03,,,1.82,1.32,
TIC 393818343 b,TIC 393818343,Transit,1,1379.37528638,12.18416202,805.5,0.6058,0.318,5756.0,1.086,1.082,2.28
TIC 46432937 b,TIC 46432937,Transit,1,1017.0509024,13.31626907,872.0,0.009,0.323,3572.0,0.5299,0.563,
TIC 4672985 b,TIC 4672985,Transit,1,4049.13390518,11.5004142,517.2,0.018,0.14,5757.0,1.15,1.01,
TOI-1052 b,TOI-1052,Transit,1,16.9,2.87,1135.0,0.18,0.14,6146.0,1.264,1.204,246.0
TOI-1062 b,TOI-1062,Transit,1,10.15,2.265,1077.0,0.177,0.14,5328.0,0.84,0.94,232.0
TOI-1064 b,TOI-1064,Transit,1,13.5,2.587,784.0,0.047,0.05,4734.0,0.726,0.748,62.9
TOI-1064 c,TOI-1064,Transit,1,2.5,2.651,634.0,0.088,0.05,4734.0,0.726,0.748,26.8
TOI-1075 b,TOI-1075,Transit,1,9.95,1.791,1323.0,0.0,-0.08,3875.0,0.581,0.604,509.2
TOI-1107 b,TOI-1107,Transit,1,1064.72516345,14.57167491,1728.0,0.025,-0.1,6311.0,1.81,1.35,532.0
TOI-1117 b,TOI-1117,Transit,1,8.9,2.46,1538.0,0.0,0.136,5635.0,1.05,0.97,928.0
TOI-1130 b,TOI-1130,Transit,1,19.8,3.66,825.0,0.052162,0.11,4360.0,0.697,0.745,
TOI-1130 c,TOI-1130,Transit,1,336.0,13.0,650.0,0.0398,0.11,4360.0,0.697,0.745,
TOI-1173 b,TOI-1173,Transit,1,27.4,9.19,868.0,0.023,0.139,5350.0,0.934,0.911,132.0
TOI-1194 b,TOI-1194,Transit,1,120.0,8.71664516,1264.29,0.0,0.348,5394.0,0.9608,0.9835,
TOI-1199 b,TOI-1199,Transit,1,75.96098927,10.5140239,1486.0,0.03,0.44,5710.0,1.45,1.23,
TOI-1201 b,TOI-1201,Transit,1,6.28,2.415,703.0,0.0,0.05,3476.0,0.508,0.512,40.6
TOI-1221 b,TOI-1221,Transit,1,1112.3994245,2.91,440.0,0.21,0.06,5592.0,1.031,0.93,6.06
TOI-1231 b,TOI-1231,Transit,1,15.4,3.65,329.6,0.087,0.041,3553.0,0.476,0.485,1.93
TOI-1238 b,TOI-1238,Transit,1,3.76,1.21,1133.0,0.25,0.31,4089.0,0.58,0.59,442.0
TOI-1238 c,TOI-1238,Transit,1,8.32,2.11,695.0,0.15,0.31,4089.0,0.58,0.59,63.0
TOI-1246 b,TOI-1246,Transit,1,8.1,3.01,955.0,,0.17,5151.0,0.86,0.87,196.0
TOI-1246 c,TOI-1246,Transit,1,9.1,2.45109846,862.49,0.0,0.168,5213.0,0.8649,0.8889,
TOI-1246 d,TOI-1246,Transit,1,5.4,3.43139739,587.77,0.0,0.168,5213.0,0.8649,0.8889,
TOI-1246 e,TOI-1246,Transit,1,14.5,3.5141875,463.98,0.0,0.168,5213.0,0.8649,0.8889,
TOI-1248 b,TOI-1248,Transit,1,27.4,6.8084859,952.09,0.0,0.223,5205.0,0.8686,0.9042,
TOI-1249 b,TOI-1249,Transit,1,11.9,3.2710301,726.89,0.0,0.297,5497.0,0.9785,1.0062,
TOI-125 b,TOI-125,Transit,1,9.5,2.726,1037.0,0.194,-0.02,5320.0,0.848,0.859,185.0
TOI-125 c,TOI-125,Transit,1,6.63,2.759,827.8,0.066,-0.02,5320.0,0.848,0.859,77.59
TOI-125 d,TOI-125,Transit,1,13.6,2.93,638.1,0.168,-0.02,5320.0,0.848,0.859,26.7
TOI-1259 A b,TOI-1259 A,Transit,1,140.16232749,11.45557828,963.0,0.0,-0.5,4775.0,0.711,0.744,
TOI-1260 b,TOI-1260,Transit,1,8.56,2.41,871.0,0.0,-0.1,4227.0,0.672,0.679,95.58
TOI-1260 c,TOI-1260,Transit,1,13.2,2.76,651.0,0.0,-0.1,4227.0,0.672,0.679,29.81
TOI-1260 d,TOI-1260,Transit,1,11.84,3.12,499.0,0.0,-0.1,4227.0,0.672,0.679,10.32
TOI-1266 b,TOI-1266,Transit,1,4.46,2.52,415.0,0.039,-0.109,3563.0,0.4232,0.437,
TOI-1266 c,TOI-1266,Transit,1,3.17,1.98,346.0,0.071,-0.109,3563.0,0.4232,0.437,
TOI-1268 b,TOI-1268,Transit,1,96.4,9.1,918.9,0.105,0.36,5300.0,0.92,0.96,
TOI-1269 b,TOI-1269,Transit,1,6.4,2.40144286,1004.9,0.0,-0.049,5499.0,0.8521,0.9027,
TOI-1272 b,TOI-1272,Transit,1,27.0,4.13204907,975.0,0.35,0.182,5065.0,0.7934,0.8772,
TOI-1273 b,TOI-1273,Transit,1,70.55790635,11.09689089,1211.0,0.055,0.07,5690.0,1.06,1.06,
TOI-1279 b,TOI-1279,Transit,1,10.6,2.66146528,759.0,0.0,-0.079,5457.0,0.8426,0.8784,
TOI-1288 b,TOI-1288,Transit,1,44.1,4.96846551,1203.44,0.0,0.257,5388.0,0.9583,0.9552,
TOI-1294 b,TOI-1294,Transit,1,63.9,10.12369881,1392.74,0.0,0.283,5718.0,1.5566,1.1578,
TOI-1295 b,TOI-1295,Transit,1,451.31633794,15.69257298,2360.0,0.024,0.26,6280.0,1.7,1.38,1800.0
TOI-1296 b,TOI-1296,Transit,1,95.3,14.11645916,1414.84,0.0,0.405,5567.0,1.7031,1.1576,
TOI-1298 b,TOI-1298,Transit,1,99.0,9.65807033,1278.0,0.0,0.397,5752.0,1.4536,1.2187,
TOI-132 b,TOI-132,Transit,1,22.4,3.42,1395.0,0.059,0.16,5397.0,0.9,0.97,860.0
TOI-1333 b,TOI-1333,Transit,1,753.2571,15.647764,1679.0,0.073,0.119,6274.0,1.925,1.464,
TOI-1347 b,TOI-1347,Transit,1,11.1,1.8,1400.0,0.0,0.04,5464.0,0.83,0.913,
TOI-1347 c,TOI-1347,Transit,1,6.4,1.6,1000.0,0.0,0.04,5464.0,0.83,0.913,
TOI-1386 b,TOI-1386,Transit,1,45.8,6.2163865,615.03,0.0,0.149,5735.0,1.0235,1.0363,
TOI-1410.01,TOI-1410,Transit,1,12.5,3.10083009,1236.7,0.0,0.328,4635.0,0.7558,0.7941,
TOI-1411 b,TOI-1411,Transit,1,2.0,1.19880592,976.4,0.0,0.012,4115.0,0.614,0.6045,
TOI-1416 b,TOI-1416,Transit,1,3.48,1.62,1517.0,0.0,0.08,4884.0,0.793,0.798,883.0
TOI-1420 b,TOI-1420,Transit,1,25.1,11.89,957.0,0.17,0.28,5510.0,0.923,0.987,139.0
TOI-1422 b,TOI-1422,Transit,1,9.0,3.96,867.0,0.04,-0.09,5840.0,1.019,0.981,
TOI-1431 b,TOI-1431,Transit,1,991.62462984,16.70138124,2370.0,0.0022,0.09,7690.0,1.92,1.9,5300.0
TOI-1439 b,TOI-1439,Transit,1,38.5,4.2427861,748.4,0.157,0.226,5841.0,1.6184,1.2313,
TOI-1443 b,TOI-1443,Transit,1,30.0,2.30381001,520.66,0.0,-0.294,5224.0,0.7511,0.7663,
TOI-1444 b,TOI-1444,Transit,1,3.58,1.41792246,2130.02,0.0,0.146,5460.0,0.9105,0.9513,
TOI-1448 b,TOI-1448,Transit,1,19.5,2.749,426.0,0.36,0.37,3412.0,0.38,0.372,5.45
TOI-1450 A b,TOI-1450 A,Transit,1,1.258,1.13,722.0,,-0.12,3437.0,0.483,0.48,
TOI-1451 b,TOI-1451,Transit,1,15.2,2.61143902,723.33,0.0,0.019,5801.0,1.0162,1.0022,
TOI-1452 b,TOI-1452,Transit,1,4.82,1.672,326.0,0.0,-0.07,3185.0,0.275,0.249,1.8
TOI-1453 b,TOI-1453,Transit,1,2.32,1.173,944.2,0.0,-0.31,4975.0,0.72,0.715,132.6
TOI-1453 c,TOI-1453,Transit,1,2.95,2.224,819.8,0.0,-0.31,4975.0,0.72,0.715,75.3
TOI-1468 b,TOI-1468,Transit,1,3.04,1.401,683.5,0.0099,-0.01,3376.0,0.3714,0.3527,36.4
TOI-1468 c,TOI-1468,Transit,1,4.1,2.126,338.1,0.111,-0.01,3376.0,0.3714,0.3527,2.13
TOI-1470 b,TOI-1470,Transit,1,7.32,2.18,734.0,0.3,0.0,3709.0,0.469,0.471,46.3
TOI-1470 c,TOI-1470,Transit,1,7.24,2.47,373.0,0.5,0.0,3709.0,0.469,0.471,3.35
TOI-1472 b,TOI-1472,Transit,1,16.5,4.15964583,811.14,0.0,0.287,5133.0,0.8377,0.9154,
TOI-150.01,TOI-150,Transit,1,797.7533,14.067295,1404.5,0.262,0.28,6255.0,1.526,1.351,
TOI-1518 b,TOI-1518,Transit,1,731.0053361,21.01683881,2492.0,0.01,-0.1,7300.0,1.95,1.79,
TOI-157 b,TOI-157,Transit,1,375.0394,14.414774,1588.0,0.0,0.24,5404.0,1.167,0.948,1062.0
TOI-1601 b,TOI-1601,Transit,1,387.0,14.19902343,1493.97,0.0,0.343,5982.0,2.195,1.5055,
TOI-163 b,TOI-163,Transit,1,387.7526,16.690201,1669.0,0.0,0.22,6495.0,1.648,1.4352,
TOI-1669 c,TOI-1669,Transit,1,13.0,2.2963977,1285.16,0.0,0.274,5497.0,1.0561,0.9867,
TOI-1670 b,TOI-1670,Transit,1,41.31769291,2.06,1062.0,0.59,0.09,6170.0,1.316,1.21,
TOI-1670 c,TOI-1670,Transit,1,200.23189641,11.06326395,684.0,0.09,0.09,6170.0,1.316,1.21,
TOI-1685 b,TOI-1685,Transit,1,3.03,1.468,1062.0,0.0,0.3,3575.0,0.4555,0.454,236.0
TOI-169 b,TOI-169,Transit,1,251.40353,12.172974,1715.0,0.0,0.24,5880.0,1.288,1.147,1443.0
TOI-1694 b,TOI-1694,Transit,1,31.3,5.3422266,943.19,0.0,0.131,5058.0,0.8036,0.853,
TOI-1695 b,TOI-1695,Transit,1,6.36,1.9,698.0,0.097,0.0,3690.0,0.515,0.513,39.0
TOI-1696 b,TOI-1696,Transit,1,48.8,3.09,489.0,,0.336,3185.0,0.2775,0.255,
TOI-1710 b,TOI-1710,Transit,1,22.4,5.20315158,602.99,0.0,0.147,5684.0,0.9574,1.0258,
TOI-172 b,TOI-172,Transit,1,1722.6386,10.816685,1198.0,0.3806,0.148,5645.0,1.777,1.128,299.0
TOI-1728 b,TOI-1728,Transit,1,26.78,5.05,767.0,0.057,0.25,3980.0,0.6243,0.646,57.78
TOI-1736 b,TOI-1736,Transit,1,12.3,3.18175535,1099.79,0.0,0.148,5636.0,1.4286,1.0373,
TOI-1742 b,TOI-1742,Transit,1,9.7,2.36507598,694.09,0.3,0.193,5815.0,1.131,1.0861,
TOI-1749 b,TOI-1749,Transit,1,57.0,1.39,831.0,0.14,-0.26,3985.0,0.55,0.58,
TOI-1749 c,TOI-1749,Transit,1,14.0,2.12,673.0,0.019,-0.26,3985.0,0.55,0.58,
TOI-1749 d,TOI-1749,Transit,1,15.0,2.52,533.0,0.062,-0.26,3985.0,0.55,0.58,
TOI-1751 b,TOI-1751,Transit,1,19.5,2.9507845,651.64,0.327,-0.373,5970.0,1.3137,0.9382,
TOI-1753 b,TOI-1753,Transit,1,16.6,2.47852533,1005.43,0.0,0.026,5621.0,0.9715,0.9483,
TOI-1759 b,TOI-1759,Transit,1,10.8,3.14,443.0,0.0,0.05,4065.0,0.597,0.606,6.39
TOI-1775 b,TOI-1775,Transit,1,96.0,8.04728896,707.89,0.0,0.162,5284.0,0.8288,0.9218,
TOI-1776 b,TOI-1776,Transit,1,1.4,1.21612741,1269.21,0.0,-0.193,5785.0,0.9356,0.9196,
TOI-178 b,TOI-178,Transit,1,1.5,1.152,1040.0,,-0.23,4316.0,0.651,0.65,
TOI-178 c,TOI-178,Transit,1,4.77,1.669,873.0,,-0.23,4316.0,0.651,0.65,
