pl_name,hostname,discoverymethod,default_flag,pl_bmasse,pl_rade,pl_eqt,pl_orbeccen,st_met,st_teff,st_rad,st_mass,pl_insol
TOI-5153 b,TOI-5153,Transit,1,1036.12060682,11.88151954,906.0,0.091,0.12,6300.0,1.4,1.24,
TOI-5181 A b,TOI-5181 A,Transit,1,330.54154328,13.34989601,1585.0,0.15,0.208,6060.0,1.53,1.25,1053.0
TOI-519 b,TOI-519,Transit,1,147.15455244,11.54525012,687.0,0.33,0.27,3322.0,0.35,0.335,
TOI-5205 b,TOI-5205,Transit,1,343.0,11.6,737.0,0.02,0.0,3430.0,0.394,0.392,49.0
TOI-5210 b,TOI-5210,Transit,1,81.99972901,10.72699453,1286.0,0.066,0.324,5723.0,1.209,1.105,456.0
TOI-5218 b,TOI-5218,Transit,1,657.0,9.86,783.0,0.0,0.41,4230.0,0.708,0.739,62.0
TOI-5232 b,TOI-5232,Transit,1,743.71847238,12.778238,1772.0,0.035,-0.104,6500.0,1.785,1.389,
TOI-5293 A b,TOI-5293 A,Transit,1,170.4,11.9,675.0,0.38,-0.03,3586.0,0.52,0.54,34.6
TOI-530 b,TOI-530,Transit,1,127.1313628,9.30345398,565.0,0.0,0.376,3659.0,0.54,0.53,
TOI-5300 b,TOI-5300,Transit,1,190.6970442,9.86390302,1043.0,0.0,-0.17,4610.0,0.65,0.67,198.0
TOI-5301 b,TOI-5301,Transit,1,1182.32167404,13.09208946,1648.0,0.33,0.03,6240.0,2.19,1.483,
TOI-532 b,TOI-532,Transit,1,61.5,5.82,867.0,0.0,0.338,3927.0,0.612,0.639,94.1
TOI-5322 b,TOI-5322,Transit,1,184.02264765,16.6117094,1350.0,0.055,-0.048,5692.0,1.462,0.998,554.0
TOI-5340 b,TOI-5340,Transit,1,270.15414595,15.07607904,1566.0,0.13,0.208,5990.0,1.842,1.35,1004.0
TOI-5344 b,TOI-5344,Transit,1,130.94530368,10.60369574,689.0,0.054,0.425,3747.0,0.588,0.612,38.0
TOI-5386 A b,TOI-5386 A,Transit,1,155.10026262,14.70618268,1488.0,0.072,0.182,6094.0,1.245,1.165,817.0
TOI-5398 b,TOI-5398,Transit,1,58.7,10.3,947.0,0.13,0.09,6000.0,1.051,1.146,
TOI-5398 c,TOI-5398,Transit,1,11.8,3.52,1242.0,0.14,0.09,6000.0,1.051,1.146,
TOI-544 b,TOI-544,Transit,1,2.89,2.018,999.0,0.0,-0.17,4169.0,0.623,0.631,
TOI-5542 b,TOI-5542,Transit,1,419.53349724,11.30986153,441.0,0.018,-0.21,5700.0,1.058,0.89,9.6
TOI-5573 b,TOI-5573,Transit,1,112.0,9.75,528.0,0.072,0.42,3790.0,0.594,0.619,12.92
TOI-558 b,TOI-558,Transit,1,1147.36054927,12.17295304,1061.0,0.298,-0.004,6466.0,1.496,1.349,
TOI-559 b,TOI-559,Transit,1,1910.14872607,12.22899794,1180.0,0.151,-0.069,5925.0,1.233,1.026,
TOI-5592 b,TOI-5592,Transit,1,285.72773789,17.14974047,1789.0,0.062,-0.013,6237.0,1.393,1.194,1712.0
TOI-561 b,TOI-561,Transit,1,2.02,1.397,2319.0,0.0,,,0.843,0.806,4709.0
TOI-561 c,TOI-561,Transit,1,5.93,2.865,802.0,0.023,,,0.843,0.806,67.5
TOI-561 d,TOI-561,Transit,1,13.33,2.615,600.0,0.111,,,0.843,0.806,21.2
TOI-561 e,TOI-561,Transit,1,12.4,2.517,416.0,0.074,,,0.843,0.806,4.89
TOI-5616 b,TOI-5616,Transit,1,624.0,10.78,939.0,0.0,0.14,3996.0,0.646,0.666,137.0
TOI-5634 A b,TOI-5634 A,Transit,1,588.0,10.42,837.0,0.0,-0.27,3896.0,0.54,0.556,77.0
TOI-564 b,TOI-564,Transit,1,464.98529,11.43318,1714.0,0.072,0.143,5640.0,1.088,0.998,1423.0
TOI-5678 b,TOI-5678,Transit,1,20.0,4.91,513.0,0.14,0.0,5485.0,0.938,0.905,
TOI-5688 A b,TOI-5688 A,Transit,1,124.0,10.3,742.0,0.128,0.47,3713.0,0.57,0.6,50.3
TOI-5720 b,TOI-5720,Transit,1,4.3,1.09,708.0,,0.03,3325.0,0.383,0.383,41.7
TOI-5786 b,TOI-5786,Transit,1,73.0,8.54,1040.0,,0.08,6235.0,1.36,1.23,
TOI-5795 b,TOI-5795,Transit,1,23.66,5.62,1136.78,0.25,-0.27,5715.0,1.082,0.901,
TOI-5800 b,TOI-5800,Transit,1,9.5,2.46,1108.0,0.3,-0.04,4850.0,0.773,0.778,
TOI-5817 b,TOI-5817,Transit,1,10.3,3.08,950.0,0.2,-0.24,5770.0,1.427,0.97,
TOI-5882 b,TOI-5882,Transit,1,6995.40323807,11.46678726,1515.0,0.0339,0.18,5920.0,2.26,1.334,
TOI-6008 b,TOI-6008,Transit,1,4.0,1.03,707.0,,0.3,3075.0,0.242,0.23,41.5
TOI-6016 b,TOI-6016,Transit,1,371.85923619,13.67495645,1890.0,0.0,0.28,6110.0,1.51,1.31,940.0
TOI-6034 b,TOI-6034,Transit,1,254.0,11.92,714.0,0.04,-0.09,3635.0,0.489,0.514,43.0
TOI-6038 A b,TOI-6038 A,Transit,1,78.5,6.41,1439.0,,0.124,6110.0,1.648,1.291,716.0
TOI-6130 b,TOI-6130,Transit,1,333.71982735,14.3474953,1750.0,0.036,0.28,6110.0,1.51,1.31,1150.0
TOI-615 b,TOI-615,Transit,1,138.25535705,18.97680433,1666.0,0.39,-0.1,6850.0,1.732,1.449,1286.0
TOI-622 b,TOI-622,Transit,1,96.30200732,9.2362001,1388.0,0.42,0.09,6400.0,1.415,1.313,602.0
TOI-628 b,TOI-628,Transit,1,2011.8639,11.88154,1586.0,0.072,0.258,6250.0,1.345,1.311,
TOI-6324 b,TOI-6324,Transit,1,1.17,1.059,1216.0,0.0,-0.32,3247.0,0.293,0.269,
TOI-6383 A b,TOI-6383 A,Transit,1,331.0,11.29,745.0,0.05,,3444.0,0.457,0.458,51.3
TOI-640 b,TOI-640,Transit,1,181.16219199,19.2794468,1816.0,0.013,0.072,6460.0,2.082,1.536,
TOI-654.01,TOI-654,Transit,1,8.71,2.378,794.0,0.0,0.12,3521.0,0.43,0.419,65.0
TOI-6628 b,TOI-6628,Transit,1,235.19302118,10.98480109,833.0,0.67,0.36,5463.0,1.01,0.97,
TOI-663 b,TOI-663,Transit,1,4.45,2.27,674.0,,0.07,3681.0,0.512,0.514,49.1
TOI-663 c,TOI-663,Transit,1,3.65,2.26,553.0,,0.07,3681.0,0.512,0.514,22.3
TOI-663 d,TOI-663,Transit,1,5.2,1.92,482.0,,0.07,3681.0,0.512,0.514,12.9
TOI-6651 b,TOI-6651,Transit,1,61.0,5.09,1493.0,0.091,0.225,5940.0,1.721,1.323,817.0
TOI-669 b,TOI-669,Transit,1,10.0,2.58606487,1124.85,0.0,0.001,5597.0,0.9882,0.9245,
TOI-6695 b,TOI-6695,Transit,1,66.74396547,9.52763359,599.0,0.04,0.2,6400.0,1.517,1.338,
TOI-674 b,TOI-674,Transit,1,23.6,5.25,635.0,0.0,0.17,3514.0,0.42,0.42,38.4
TOI-6894 b,TOI-6894,Transit,1,53.39517238,9.5836785,417.9,0.029,0.142,3007.0,0.2276,0.207,5.54
TOI-7149 b,TOI-7149,Transit,1,224.0,13.2,593.0,0.078,-0.08,3363.0,0.351,0.344,20.6
TOI-733 b,TOI-733,Transit,1,5.72,1.992,1055.8,0.046,-0.04,5585.0,0.949,0.956,207.1
TOI-757 b,TOI-757,Transit,1,10.5,2.5,641.0,0.39,-0.27,5278.0,0.78,0.8,
TOI-762 A b,TOI-762 A,Transit,1,79.77493016,8.33948164,555.4,0.083,0.357,3266.0,0.425,0.442,
TOI-763 b,TOI-763,Transit,1,9.79,2.28,1038.0,0.04,0.01,5450.0,0.897,0.917,
TOI-763 c,TOI-763,Transit,1,9.32,2.63,800.0,0.04,0.01,5450.0,0.897,0.917,
TOI-771 b,TOI-771,Transit,1,2.47,1.36,543.0,0.055,-0.13,3370.0,0.232,0.22,14.0
TOI-776 b,TOI-776,Transit,1,5.0,1.798,520.0,0.052,-0.21,3725.0,0.547,0.542,
TOI-776 c,TOI-776,Transit,1,6.9,2.047,420.0,0.089,-0.21,3725.0,0.547,0.542,
TOI-778 b,TOI-778,Transit,1,878.0,15.4,1561.0,0.21,0.0,6643.0,1.71,1.4,
TOI-782 b,TOI-782,Transit,1,19.1,2.734,435.0,0.19,0.34,3370.0,0.413,0.397,5.91
TOI-815 b,TOI-815,Transit,1,7.6,2.94,686.0,0.2,-0.09,4869.0,0.77,0.776,36.9
TOI-815 c,TOI-815,Transit,1,23.5,2.62,469.0,0.22,-0.09,4869.0,0.77,0.776,8.03
TOI-824 b,TOI-824,Transit,1,18.467,2.926,1253.0,,-0.092,4600.0,0.695,0.71,412.0
TOI-836 b,TOI-836,Transit,1,4.53,1.704,871.0,0.053,-0.284,4552.0,0.665,0.678,78.838
TOI-836 c,TOI-836,Transit,1,9.6,2.587,665.0,0.078,-0.284,4552.0,0.665,0.678,26.707
TOI-837 b,TOI-837,Transit,1,120.45696625,9.16894621,995.3,,0.01,5995.0,1.052,1.142,164.0
TOI-858 B b,TOI-858 B,Transit,1,349.6112477,14.06727078,1529.0,0.15,0.153,5842.0,1.308,1.081,908.9
TOI-892 b,TOI-892,Transit,1,301.9385,11.99363,1397.0,0.125,0.24,6261.0,1.39,1.28,
TOI-905 b,TOI-905,Transit,1,211.99261,13.125739,1192.0,0.024,0.14,5570.0,0.918,0.968,337.0
TOI-908 b,TOI-908,Transit,1,16.137,3.186,1317.0,0.132,0.08,5626.0,1.028,0.95,80.884
TOI-954 b,TOI-954,Transit,1,55.30242,9.550068,1526.0,0.14,0.215,5710.0,1.892,1.201,1393.0
TOI-969 b,TOI-969,Transit,1,9.1,2.765,941.0,,0.175,4435.0,0.671,0.734,188.0
TYC 8998-760-1 c,TYC 8998-760-1,Imaging,1,1906.98,12.3299,1240.0,,,,,1.0,
TrES-5 b,TrES-5,Transit,1,568.9157,13.383546,1480.0,,0.2,5171.0,0.868,0.901,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,Imaging,1,5085.254512,13.67495645,1194.0,0.68,,,,,
WASP-10 b,WASP-10,Transit,1,1001.12,12.106,1370.0,,0.03,4675.0,0.698,0.75,
WASP-102 b,WASP-102,Transit,1,197.68926915,14.90794433,1671.0,0.0,-0.2,5990.0,1.375,1.08,1293.0
WASP-103 b,WASP-103,Transit,1,473.547,17.127,2508.0,,0.06,6110.0,1.436,1.22,
WASP-104 b,WASP-104,Transit,1,404.263,12.745,1516.0,0.0,0.32,5475.0,0.963,1.076,
WASP-105 b,WASP-105,Transit,1,572.094,10.76064,900.0,0.0,0.28,5070.0,0.9,0.89,
WASP-113 b,WASP-113,Transit,1,150.96925,15.793481,1496.0,0.0,0.1,5890.0,1.608,1.318,
WASP-114 b,WASP-114,Transit,1,562.24127,15.008851,2043.0,0.012,0.14,5940.0,1.43,1.289,
WASP-116 b,WASP-116,Transit,1,203.41018048,13.67495645,1414.0,0.0,0.0,6250.0,1.426,1.25,663.0
WASP-118 b,WASP-118,Transit,1,163.36462,16.14096,1729.0,0.0,0.16,6410.0,1.696,1.32,
WASP-119 b,WASP-119,Transit,1,390.9309,15.6926,1600.0,0.058,0.14,5650.0,1.2,1.02,
WASP-120 b,WASP-120,Transit,1,1541.4755,16.510857,1880.0,0.057,-0.05,6450.0,1.87,1.393,
WASP-123 b,WASP-123,Transit,1,285.72917,14.773462,1520.0,0.0,0.18,5740.0,1.285,1.166,
WASP-124 b,WASP-124,Transit,1,190.698,13.89916,1400.0,0.017,-0.02,6050.0,1.02,1.07,
WASP-129 b,WASP-129,Transit,1,317.83,10.42437,1100.0,0.096,0.15,5900.0,0.9,1.0,
WASP-130 b,WASP-130,Transit,1,390.9309,9.97601,833.0,0.0,0.26,5625.0,0.96,1.04,
WASP-132 b,WASP-132,Transit,1,136.0305582,10.09929161,682.0,0.0163,0.15,4686.0,0.758,0.789,58.5
WASP-132 c,WASP-132,Transit,1,6.26,1.841,1329.0,0.0,0.15,4686.0,0.758,0.789,791.0
WASP-133 b,WASP-133,Transit,1,368.6828,13.56289,1790.0,0.17,0.29,5700.0,1.44,1.16,
WASP-136 b,WASP-136,Transit,1,479.9233,15.46842,1742.0,,-0.18,6260.0,2.21,1.41,
WASP-138 b,WASP-138,Transit,1,387.7526,12.21781,1590.0,,-0.09,6272.0,1.36,1.22,
WASP-139 b,WASP-139,Transit,1,37.18611,8.9672,910.0,0.0,0.2,5310.0,0.8,0.92,
WASP-140 b,WASP-140,Transit,1,775.5052,16.14096,1320.0,0.047,0.12,5260.0,0.87,0.9,
WASP-141 b,WASP-141,Transit,1,854.9627,13.56289,1540.0,0.0,0.29,5900.0,1.37,1.25,
WASP-142 b,WASP-142,Transit,1,266.9772,17.14977,2000.0,0.0,0.26,6010.0,1.64,1.33,
WASP-144 b,WASP-144,Transit,1,139.8452,9.52765,1260.0,0.0,0.18,5200.0,0.81,0.81,
WASP-145 A b,WASP-145 A,Transit,1,282.8687,10.0881,1200.0,0.0,-0.04,4900.0,0.68,0.76,
WASP-147 b,WASP-147,Transit,1,87.40325,12.498035,1404.0,0.0,0.092,5702.0,1.429,1.044,
WASP-149 b,WASP-149,Transit,1,314.96795134,15.24421375,1855.0,0.0,0.0,5750.0,1.08,1.05,1966.0
WASP-150 b,WASP-150,Transit,1,2688.8418,11.99363,1460.0,0.3775,0.156,6218.0,1.651,1.394,
WASP-153 b,WASP-153,Transit,1,123.9537,17.37395,1700.0,0.009,0.34,5914.0,1.73,1.336,1400.0
WASP-154 b,WASP-154,Transit,1,198.96058278,10.76062147,994.0,0.0,0.2,4774.0,0.823,0.8,162.0
WASP-155 b,WASP-155,Transit,1,276.8285425,13.45077684,1468.0,0.0,0.0,5660.0,1.24,1.09,771.0
WASP-156 b,WASP-156,Transit,1,41.8,6.02802815,934.5,0.0,0.305,4987.0,0.8268,0.8712,
WASP-158 b,WASP-158,Transit,1,886.7457,11.99363,1590.0,0.0,0.24,6350.0,1.39,1.38,
WASP-159 b,WASP-159,Transit,1,174.8065,15.46842,1850.0,0.0,0.22,6120.0,2.11,1.41,
WASP-160 B b,WASP-160 B,Transit,1,88.35674,12.21781,1119.0,0.0,0.27,5298.0,0.868,0.87,
WASP-161 b,WASP-161,Transit,1,791.3967,12.811887,1557.0,,0.16,6400.0,1.712,1.39,990.0
WASP-162 b,WASP-162,Transit,1,1652.716,11.209,910.0,0.434,0.28,5300.0,1.11,0.95,
WASP-163 b,WASP-163,Transit,1,594.3421,13.473218,1638.0,,-0.34,5500.0,1.015,0.97,1200.0
WASP-164 b,WASP-164,Transit,1,676.9779,12.643752,1610.0,0.0,-0.01,5806.0,0.932,0.946,
WASP-165 b,WASP-165,Transit,1,209.13214,14.12334,1624.0,0.0,0.33,5599.0,1.75,1.248,
WASP-166 b,WASP-166,Transit,1,32.10083,7.06167,1270.0,0.0,0.19,6050.0,1.22,1.19,440.0
WASP-167 b,WASP-167,Transit,1,2542.64,17.71022,2329.0,,0.1,7000.0,1.79,1.59,
WASP-168 b,WASP-168,Transit,1,133.4886,16.8135,1340.0,0.0,-0.01,6000.0,1.12,1.08,
WASP-169 b,WASP-169,Transit,1,178.30263,14.616536,1604.0,0.0,0.06,6110.0,2.011,1.337,
WASP-170 b,WASP-170,Transit,1,508.528,12.285064,1422.0,,0.22,5600.0,0.938,0.93,680.0
WASP-171 b,WASP-171,Transit,1,344.52772,10.98482,1642.0,0.0,0.04,5965.0,1.637,1.171,
WASP-172 b,WASP-172,Transit,1,149.3801,17.59813,1740.0,0.0,-0.1,6900.0,1.91,1.49,
WASP-173 A b,WASP-173 A,Transit,1,1172.7927,13.4508,1880.0,0.0,0.16,5800.0,1.11,1.05,
WASP-174 b,WASP-174,Transit,1,104.88337431,16.10730527,1528.0,0.0,0.06,6399.0,1.347,1.24,901.9
WASP-175 b,WASP-175,Transit,1,314.6517,13.540472,1571.0,0.0,0.15,6229.0,1.204,1.212,
WASP-176 b,WASP-176,Transit,1,271.74465,16.869545,1721.0,0.0,0.164,5941.0,1.925,1.345,
WASP-177 b,WASP-177,Transit,1,161.45764,17.71022,1142.0,,0.25,5017.0,0.885,0.876,
WASP-178 b,WASP-178,Transit,1,527.5978,20.28829,2470.0,0.0,0.21,9360.0,1.67,2.07,
WASP-18 b,WASP-18,Transit,1,3241.8497514,13.89913607,2429.0,0.0051,0.107,6432.0,1.319,1.294,5805.0
WASP-180 A b,WASP-180 A,Transit,1,286.047,13.89916,1540.0,0.0,0.1,6600.0,1.19,1.3,
WASP-181 b,WASP-181,Transit,1,95.03117,13.271456,1186.0,,0.09,5839.0,0.965,1.04,
WASP-182 b,WASP-182,Transit,1,47.03884,9.52765,1479.0,0.0,0.27,5638.0,1.34,1.076,
WASP-183 b,WASP-183,Transit,1,159.55066,16.47723,1111.0,,-0.31,5313.0,0.871,0.784,
WASP-184 b,WASP-184,Transit,1,181.1631,14.90797,1480.0,0.0,0.12,6000.0,1.65,1.23,
WASP-185 b,WASP-185,Transit,1,311.4734,14.01125,1160.0,0.24,-0.02,5900.0,1.5,1.12,
WASP-188 b,WASP-188,Transit,1,458.6263913,14.81827249,1666.0,0.0,0.0,6850.0,1.83,1.5,1278.0
WASP-189 b,WASP-189,Transit,1,632.47852993,18.14733975,3353.0,0.0,0.29,8000.0,2.36,2.03,
WASP-19 b,WASP-19,Transit,1,366.77398168,15.86070769,2113.0,0.0126,0.04,5616.0,1.006,0.965,3320.0
WASP-190 b,WASP-190,Transit,1,317.83,12.89035,1500.0,0.0,-0.02,6400.0,1.6,1.35,
WASP-192 b,WASP-192,Transit,1,731.009,13.78707,1620.0,0.0,0.14,5910.0,1.32,1.09,
WASP-193 b,WASP-193,Transit,1,44.17814857,16.40994774,1254.0,0.056,-0.06,6078.0,1.239,1.059,413.0
WASP-194 b,WASP-194,Transit,1,373.13054982,15.47960235,1693.0,0.0,0.0,6405.0,1.409,1.29,1365.0
WASP-195 b,WASP-195,Transit,1,33.05415433,10.31226224,1522.0,0.0,0.0,6300.0,1.578,1.3,890.0
WASP-197 b,WASP-197,Transit,1,403.32424848,14.44837612,1665.0,0.0,0.0,6050.0,2.112,1.36,1276.0
WASP-2 b,WASP-2,Transit,1,295.89973,12.116929,1311.0,,0.12,5180.0,0.866,0.895,492.0
WASP-20 b,WASP-20,Transit,1,98.841,16.388,1379.0,0.0,-0.008,5940.0,1.392,1.2,
WASP-33 b,WASP-33,Transit,1,665.21819,17.855937,2781.7,,,7430.0,1.444,1.495,
WASP-36 b,WASP-36,Transit,1,750.39663,14.874343,1733.0,,-0.26,5959.0,0.985,1.081,
WASP-39 b,WASP-39,Transit,1,89.31023,14.336311,1166.0,,0.01,5485.0,0.939,0.913,
WASP-42 b,WASP-42,Transit,1,167.49641,12.576498,1021.0,,0.29,5315.0,0.892,0.951,
WASP-44 b,WASP-44,Transit,1,276.5121,12.3299,1337.0,,-0.003,5420.0,0.906,0.935,533.0
WASP-45 b,WASP-45,Transit,1,306.38812,10.603714,1153.0,,-0.03,5150.0,0.855,0.85,294.0
WASP-46 b,WASP-46,Transit,1,607.0553,13.159366,1636.0,,-0.3,5600.0,0.858,0.828,
WASP-5 b,WASP-5,Transit,1,502.15,12.184,1706.0,0.038,0.09,5700.0,1.029,0.96,
WASP-50 b,WASP-50,Transit,1,466.828704,13.069694,1394.84,,,5400.0,0.843,0.892,
WASP-52 b,WASP-52,Transit,1,146.2,14.24,1315.0,0.0,0.03,5000.0,0.79,0.87,
WASP-53 b,WASP-53,Transit,1,677.61356,12.038466,1053.0,0.03,0.22,4953.0,0.798,0.839,
WASP-57 b,WASP-57,Transit,1,204.68252,11.76945,1338.0,,-0.25,5600.0,0.927,0.886,
WASP-59 b,WASP-59,Transit,1,274.276,8.687,670.0,0.1,-0.15,4650.0,0.613,0.719,
WASP-64 b,WASP-64,Transit,1,403.945,14.247,1689.0,0.0,-0.08,5400.0,1.058,1.004,
WASP-65 b,WASP-65,Transit,1,492.62,12.464,1480.0,0.0,-0.07,5600.0,1.01,0.93,
WASP-69 b,WASP-69,Transit,1,82.58,11.21,971.0,0.0,0.35,4792.0,0.801,0.83,
WASP-7 b,WASP-7,Transit,1,305.1168,14.90797,1487.0,,0.0,6400.0,1.432,1.276,
WASP-70 A b,WASP-70 A,Transit,1,187.512,13.047,1387.0,0.0,-0.006,5763.0,1.215,1.106,
WASP-75 b,WASP-75,Transit,1,340.06,14.235,1710.0,0.0,0.07,6100.0,1.26,1.14,
WASP-76 b,WASP-76,Transit,1,284.13859586,20.78145022,2228.0,0.0,0.366,6329.0,1.756,1.458,4104.0
WASP-79 b,WASP-79,Transit,1,270.15414595,17.14974047,1716.2,0.0,0.03,6600.0,1.51,1.39,
WASP-80 b,WASP-80,Transit,1,170.99254,11.197791,825.0,0.002,-0.13,4143.0,0.586,0.577,
WASP-81 b,WASP-81,Transit,1,231.69807,16.017661,1623.0,0.066,-0.36,5870.0,1.283,1.08,
WASP-83 b,WASP-83,Transit,1,95.349,11.65736,1120.0,0.0,0.29,5510.0,1.05,1.11,
WASP-84 b,WASP-84,Transit,1,220.0,10.72,732.0,,,,0.768,0.853,
WASP-84 c,WASP-84,Transit,1,15.2,1.95,1329.0,,,,0.768,0.853,
WASP-89 b,WASP-89,Transit,1,1875.197,11.65736,1120.0,0.193,0.15,5130.0,0.88,0.92,
WASP-90 b,WASP-90,Transit,1,200.2329,18.27067,1840.0,0.0,0.11,6430.0,1.98,1.55,
WASP-91 b,WASP-91,Transit,1,425.8922,11.54527,1160.0,0.0,0.19,4920.0,0.86,0.84,
WASP-92 b,WASP-92,Transit,1,255.85315,16.376349,1871.0,0.0,0.0,6280.0,1.341,1.19,
WASP-93 b,WASP-93,Transit,1,467.2101,17.900773,1942.0,0.0,0.07,6700.0,1.524,1.334,
WASP-96 b,WASP-96,Transit,1,152.55,13.45,1285.0,0.0,0.14,5540.0,1.05,1.06,
WASP-98 b,WASP-98,Transit,1,293.03926,12.823096,1171.0,,-0.49,5473.0,0.741,0.809,
WD 1856+534 b,WD 1856+534,Transit,1,4386.054,10.4,163.0,0.0,,4710.0,0.0131,0.518,0.181
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,Imaging,1,6992.0,10.468,450.0,,,575.0,0.091,0.029,
WTS-1 b,WTS-1,Transit,1,1274.44,16.7,1500.0,0.1,-0.5,6250.0,1.15,1.2,
WTS-2 b,WTS-2,Transit,1,355.9696,15.277867,2000.0,0.0,0.2,5000.0,0.752,0.82,
Wendelstein-1 b,Wendelstein-1,Transit,1,188.15536,11.5609626,2198.0,0.012,,4251.0,0.61,0.65,
Wendelstein-2 b,Wendelstein-2,Transit,1,232.33373,12.9934728,2470.0,0.057,,4591.0,0.66,0.73,
Wolf 327 b,Wolf 327,Transit,1,2.53,1.24,996.0,0.0,-0.17,3542.0,0.406,0.405,233.9
Wolf 503 b,Wolf 503,Transit,1,6.27,2.043,789.0,0.409,-0.47,4716.0,0.689,0.688,64.7
XO-5 b,XO-5,Transit,1,378.2,12.78,1230.0,0.0,0.05,5430.0,1.13,1.04,
XO-6 b,XO-6,Transit,1,1398.452,23.20263,1577.0,0.0,-0.07,6720.0,1.93,1.47,
XO-7 b,XO-7,Transit,1,225.34147,15.389957,1743.0,0.038,0.432,6250.0,1.48,1.405,1540.0
